23.0469, 30.6152, 29.8828, 18.5547, 8.98438, 3.71094
32.0312, 50, 50, 28.8086, 16.0156, 9.0332
34.5215, 50, 50, 38.0859, 28.8574, 18.8965
31.25, 50, 50, 50, 50, 31.25
18.8965, 28.8574, 37.9395, 50, 50, 34.375
9.0332, 15.5273, 27.9785, 50, 50, 30.8105
2.97852, 7.03125, 13.7207, 22.7539, 23.1445, 16.9922
0.732422, 2.49023, 6.34766, 10.2051, 10.5469, 8.00781
